,TrackID,Position,TrackName,Artist,Streams,URL,Appears,Rank,SongIDs,Danceability,Energy,Acousticness,Analysis_URL,Duration_MS,Spotify_Song_ID,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_Signature,Track_Href,Search_Type,URI,Valence,Artist_Genres
27,10,28,ハルカ,YOASOBI,119447,https://open.spotify.com/track/5D9MPWdY2hjSeTIGE5n5kv,10,11,5D9MPWdY2hjSeTIGE5n5kv,0.712,0.817,0.0717,https://api.spotify.com/v1/audio-analysis/5D9MPWdY2hjSeTIGE5n5kv,243613,5D9MPWdY2hjSeTIGE5n5kv,7.21e-06,1,0.146,-5.123,1,0.0279,100.016,4,https://api.spotify.com/v1/tracks/5D9MPWdY2hjSeTIGE5n5kv,audio_features,spotify:track:5D9MPWdY2hjSeTIGE5n5kv,0.679,"['j-pop', 'japanese teen pop']"
30,11,31,Pretender,Official HIGE DANdism,115758,https://open.spotify.com/track/15HNdxGKNCIO9pgaY4n7FU,10,12,15HNdxGKNCIO9pgaY4n7FU,0.538,0.869,0.047,https://api.spotify.com/v1/audio-analysis/15HNdxGKNCIO9pgaY4n7FU,326843,15HNdxGKNCIO9pgaY4n7FU,0.0,8,0.14,-3.464,1,0.0275,91.972,4,https://api.spotify.com/v1/tracks/15HNdxGKNCIO9pgaY4n7FU,audio_features,spotify:track:15HNdxGKNCIO9pgaY4n7FU,0.369,"['anime', 'anime rock', 'j-pop']"
34,12,35,115万キロのフィルム,Official HIGE DANdism,111327,https://open.spotify.com/track/278JqkBGkjDovOYAwE8TW7,10,13,278JqkBGkjDovOYAwE8TW7,0.516,0.791,0.00345,https://api.spotify.com/v1/audio-analysis/278JqkBGkjDovOYAwE8TW7,324633,278JqkBGkjDovOYAwE8TW7,0.0,3,0.141,-1.927,1,0.0318,96.921,4,https://api.spotify.com/v1/tracks/278JqkBGkjDovOYAwE8TW7,audio_features,spotify:track:278JqkBGkjDovOYAwE8TW7,0.48,"['anime', 'anime rock', 'j-pop']"
40,13,41,たぶん,YOASOBI,106260,https://open.spotify.com/track/398dL22bDbKbAmiOnPaq7o,10,14,398dL22bDbKbAmiOnPaq7o,0.748,0.661,0.157,https://api.spotify.com/v1/audio-analysis/398dL22bDbKbAmiOnPaq7o,256773,398dL22bDbKbAmiOnPaq7o,0.00102,5,0.101,-6.702,1,0.0334,90.003,4,https://api.spotify.com/v1/tracks/398dL22bDbKbAmiOnPaq7o,audio_features,spotify:track:398dL22bDbKbAmiOnPaq7o,0.743,"['j-pop', 'japanese teen pop']"
43,14,44,I Love...,Official HIGE DANdism,103800,https://open.spotify.com/track/4pRqq3MwcqitKqNO8rOrOb,10,15,4pRqq3MwcqitKqNO8rOrOb,0.54,0.706,0.0171,https://api.spotify.com/v1/audio-analysis/4pRqq3MwcqitKqNO8rOrOb,282027,4pRqq3MwcqitKqNO8rOrOb,0.0,9,0.225,-5.235,1,0.0543,172.021,4,https://api.spotify.com/v1/tracks/4pRqq3MwcqitKqNO8rOrOb,audio_features,spotify:track:4pRqq3MwcqitKqNO8rOrOb,0.385,"['anime', 'anime rock', 'j-pop']"
6,15,7,Pale Blue,Kenshi Yonezu,195332,https://open.spotify.com/track/52RfEh76AVKPwtUtTV9ufl,8,16,52RfEh76AVKPwtUtTV9ufl,0.688,0.457,0.206,https://api.spotify.com/v1/audio-analysis/52RfEh76AVKPwtUtTV9ufl,296547,52RfEh76AVKPwtUtTV9ufl,1.51e-05,2,0.406,-8.635,1,0.0487,87.99,4,https://api.spotify.com/v1/tracks/52RfEh76AVKPwtUtTV9ufl,audio_features,spotify:track:52RfEh76AVKPwtUtTV9ufl,0.445,"['anime', 'j-pop']"
29,16,30,感電,Kenshi Yonezu,118978,https://open.spotify.com/track/6H0PLsSYMzDOqhLgyOlzIj,8,17,6H0PLsSYMzDOqhLgyOlzIj,0.633,0.723,0.107,https://api.spotify.com/v1/audio-analysis/6H0PLsSYMzDOqhLgyOlzIj,264533,6H0PLsSYMzDOqhLgyOlzIj,0.0,8,0.0818,-5.733,0,0.143,103.101,4,https://api.spotify.com/v1/tracks/6H0PLsSYMzDOqhLgyOlzIj,audio_features,spotify:track:6H0PLsSYMzDOqhLgyOlzIj,0.688,"['anime', 'j-pop']"
32,17,33,napori,Vaundy,115044,https://open.spotify.com/track/5Ym4egUmT9wHEvZM2anGG8,7,18,5Ym4egUmT9wHEvZM2anGG8,0.88,0.356,0.417,https://api.spotify.com/v1/audio-analysis/5Ym4egUmT9wHEvZM2anGG8,203787,5Ym4egUmT9wHEvZM2anGG8,0.0,11,0.0997,-7.802,1,0.297,129.822,4,https://api.spotify.com/v1/tracks/5Ym4egUmT9wHEvZM2anGG8,audio_features,spotify:track:5Ym4egUmT9wHEvZM2anGG8,0.468,"['j-pop', 'japanese soul']"
37,18,38,不可幸力,Vaundy,108315,https://open.spotify.com/track/18nkY3pJTub8WwEGiQAGh4,7,19,18nkY3pJTub8WwEGiQAGh4,0.69,0.815,0.0157,https://api.spotify.com/v1/audio-analysis/18nkY3pJTub8WwEGiQAGh4,200243,18nkY3pJTub8WwEGiQAGh4,2.85e-06,11,0.0636,-5.227,0,0.0426,94.032,4,https://api.spotify.com/v1/tracks/18nkY3pJTub8WwEGiQAGh4,audio_features,spotify:track:18nkY3pJTub8WwEGiQAGh4,0.613,"['j-pop', 'japanese soul']"
13,19,14,怪盗,back number,164023,https://open.spotify.com/track/10Eyo4juZQFthKqlJgGMdp,6,20,10Eyo4juZQFthKqlJgGMdp,0.636,0.847,0.407,https://api.spotify.com/v1/audio-analysis/10Eyo4juZQFthKqlJgGMdp,196226,10Eyo4juZQFthKqlJgGMdp,0.0,7,0.295,-2.093,1,0.037,114.028,4,https://api.spotify.com/v1/tracks/10Eyo4juZQFthKqlJgGMdp,audio_features,spotify:track:10Eyo4juZQFthKqlJgGMdp,0.8,"['j-pop', 'j-rock']"
17,20,18,"Stand by me, Stand by you.",HIRAIDAI,139052,https://open.spotify.com/track/7DyS11kB1YNrfDzQqtjmTh,6,21,7DyS11kB1YNrfDzQqtjmTh,0.66,0.576,0.0879,https://api.spotify.com/v1/audio-analysis/7DyS11kB1YNrfDzQqtjmTh,193013,7DyS11kB1YNrfDzQqtjmTh,0.0,3,0.0599,-5.627,1,0.0363,80.978,4,https://api.spotify.com/v1/tracks/7DyS11kB1YNrfDzQqtjmTh,audio_features,spotify:track:7DyS11kB1YNrfDzQqtjmTh,0.561,"['j-pop', 'japanese singer-songwriter', 'japanese teen pop']"
28,21,29,裸の心,Aimyon,119139,https://open.spotify.com/track/4Jv7U0JJpbQnOrjtDwDZTZ,6,22,4Jv7U0JJpbQnOrjtDwDZTZ,0.559,0.448,0.537,https://api.spotify.com/v1/audio-analysis/4Jv7U0JJpbQnOrjtDwDZTZ,296653,4Jv7U0JJpbQnOrjtDwDZTZ,1.85e-05,8,0.0915,-4.11,1,0.0275,148.02,4,https://api.spotify.com/v1/tracks/4Jv7U0JJpbQnOrjtDwDZTZ,audio_features,spotify:track:4Jv7U0JJpbQnOrjtDwDZTZ,0.354,"['j-acoustic', 'j-pop']"
38,22,39,桜が降る夜は,Aimyon,107754,https://open.spotify.com/track/1iEsGutpDvMJG0zYqoKKmQ,6,23,1iEsGutpDvMJG0zYqoKKmQ,0.641,0.957,0.384,https://api.spotify.com/v1/audio-analysis/1iEsGutpDvMJG0zYqoKKmQ,274800,1iEsGutpDvMJG0zYqoKKmQ,1.05e-06,5,0.218,-2.574,1,0.0455,106.995,4,https://api.spotify.com/v1/tracks/1iEsGutpDvMJG0zYqoKKmQ,audio_features,spotify:track:1iEsGutpDvMJG0zYqoKKmQ,0.71,"['j-acoustic', 'j-pop']"
45,23,46,点描の唄,Mrs. GREEN APPLE,102442,https://open.spotify.com/track/1sIIlVrnPhrvmTrHtzM7tV,6,24,1sIIlVrnPhrvmTrHtzM7tV,0.502,0.632,0.447,https://api.spotify.com/v1/audio-analysis/1sIIlVrnPhrvmTrHtzM7tV,307067,1sIIlVrnPhrvmTrHtzM7tV,0.0,0,0.103,-4.612,1,0.0273,152.014,4,https://api.spotify.com/v1/tracks/1sIIlVrnPhrvmTrHtzM7tV,audio_features,spotify:track:1sIIlVrnPhrvmTrHtzM7tV,0.308,"['anime rock', 'j-pop', 'j-rock']"
3,24,4,きらり,Fujii Kaze,210050,https://open.spotify.com/track/3ciqhcLmXP4hVGBD98QlEj,5,25,3ciqhcLmXP4hVGBD98QlEj,0.746,0.764,0.00803,https://api.spotify.com/v1/audio-analysis/3ciqhcLmXP4hVGBD98QlEj,231883,3ciqhcLmXP4hVGBD98QlEj,0.0,2,0.357,-6.833,1,0.0462,116.982,4,https://api.spotify.com/v1/tracks/3ciqhcLmXP4hVGBD98QlEj,audio_features,spotify:track:3ciqhcLmXP4hVGBD98QlEj,0.701,"['j-pop', 'japanese teen pop']"
10,25,11,踊,Ado,168181,https://open.spotify.com/track/7z6qHGEKxRtwtYym2epV7l,5,26,7z6qHGEKxRtwtYym2epV7l,0.707,0.965,0.15,https://api.spotify.com/v1/audio-analysis/7z6qHGEKxRtwtYym2epV7l,208271,7z6qHGEKxRtwtYym2epV7l,1.38e-06,1,0.726,-0.736,1,0.105,128.003,4,https://api.spotify.com/v1/tracks/7z6qHGEKxRtwtYym2epV7l,audio_features,spotify:track:7z6qHGEKxRtwtYym2epV7l,0.777,"['j-pop', 'japanese teen pop']"
16,26,17,うっせぇわ,Ado,142233,https://open.spotify.com/track/6EzZn96uOc9JsVGNRpx06n,5,27,6EzZn96uOc9JsVGNRpx06n,0.525,0.978,0.00485,https://api.spotify.com/v1/audio-analysis/6EzZn96uOc9JsVGNRpx06n,204920,6EzZn96uOc9JsVGNRpx06n,0.0,11,0.06,-1.072,0,0.0815,178.069,4,https://api.spotify.com/v1/tracks/6EzZn96uOc9JsVGNRpx06n,audio_features,spotify:track:6EzZn96uOc9JsVGNRpx06n,0.577,"['j-pop', 'japanese teen pop']"
21,27,22,ギラギラ,Ado,126958,https://open.spotify.com/track/7D7GCO3CtDT1WDcj2W5VDV,5,28,7D7GCO3CtDT1WDcj2W5VDV,0.651,0.861,0.052,https://api.spotify.com/v1/audio-analysis/7D7GCO3CtDT1WDcj2W5VDV,276213,7D7GCO3CtDT1WDcj2W5VDV,0.0,2,0.0878,-4.128,1,0.0568,96.014,4,https://api.spotify.com/v1/tracks/7D7GCO3CtDT1WDcj2W5VDV,audio_features,spotify:track:7D7GCO3CtDT1WDcj2W5VDV,0.731,"['j-pop', 'japanese teen pop']"
19,28,20,虹,Masaki Suda,129178,https://open.spotify.com/track/7AIj86wFWqm7X1TZ2hzHwS,4,29,7AIj86wFWqm7X1TZ2hzHwS,0.548,0.6,0.071,https://api.spotify.com/v1/audio-analysis/7AIj86wFWqm7X1TZ2hzHwS,258733,7AIj86wFWqm7X1TZ2hzHwS,0.0,5,0.192,-5.049,1,0.0297,143.961,4,https://api.spotify.com/v1/tracks/7AIj86wFWqm7X1TZ2hzHwS,audio_features,spotify:track:7AIj86wFWqm7X1TZ2hzHwS,0.296,"['anime rock', 'j-pop', 'japanese punk rock']"
35,29,36,Take a picture,NiziU,111141,https://open.spotify.com/track/0iEzzJ3zmNQqATy2MilumS,4,30,0iEzzJ3zmNQqATy2MilumS,0.736,0.871,0.0504,https://api.spotify.com/v1/audio-analysis/0iEzzJ3zmNQqATy2MilumS,181347,0iEzzJ3zmNQqATy2MilumS,0.000831,1,0.313,-4.139,1,0.0577,127.945,4,https://api.spotify.com/v1/tracks/0iEzzJ3zmNQqATy2MilumS,audio_features,spotify:track:0iEzzJ3zmNQqATy2MilumS,0.739,['j-pop']
36,30,37,Renegades,ONE OK ROCK,109779,https://open.spotify.com/track/3RpFwqdROrxJvHywpT1pJ4,4,31,3RpFwqdROrxJvHywpT1pJ4,0.534,0.842,0.00108,https://api.spotify.com/v1/audio-analysis/3RpFwqdROrxJvHywpT1pJ4,244538,3RpFwqdROrxJvHywpT1pJ4,0.000321,5,0.117,-4.279,0,0.0567,153.946,4,https://api.spotify.com/v1/tracks/3RpFwqdROrxJvHywpT1pJ4,audio_features,spotify:track:3RpFwqdROrxJvHywpT1pJ4,0.342,"['j-pop', 'j-poprock', 'j-rock', 'japanese emo', 'visual kei']"
44,31,45,Make you happy,NiziU,103047,https://open.spotify.com/track/1LnJVIG1BaHTRznuOgR0yc,4,32,1LnJVIG1BaHTRznuOgR0yc,0.78,0.885,0.0436,https://api.spotify.com/v1/audio-analysis/1LnJVIG1BaHTRznuOgR0yc,184521,1LnJVIG1BaHTRznuOgR0yc,2.8e-05,7,0.105,-3.745,1,0.122,160.087,4,https://api.spotify.com/v1/tracks/1LnJVIG1BaHTRznuOgR0yc,audio_features,spotify:track:1LnJVIG1BaHTRznuOgR0yc,0.808,['j-pop']
2,32,3,ドライフラワー,優里,247051,https://open.spotify.com/track/7dH0dpi751EoguDDg3xx6J,3,33,7dH0dpi751EoguDDg3xx6J,0.463,0.624,0.426,https://api.spotify.com/v1/audio-analysis/7dH0dpi751EoguDDg3xx6J,285587,7dH0dpi751EoguDDg3xx6J,0.0,7,0.221,-5.118,1,0.0274,147.929,4,https://api.spotify.com/v1/tracks/7dH0dpi751EoguDDg3xx6J,audio_features,spotify:track:7dH0dpi751EoguDDg3xx6J,0.521,"['j-pop', 'japanese singer-songwriter', 'japanese teen pop']"
14,33,15,あいつら全員同窓会,ZUTOMAYO,159130,https://open.spotify.com/track/2VIK6jaaKghS4QPHr6sAkv,3,34,2VIK6jaaKghS4QPHr6sAkv,0.724,0.913,0.453,https://api.spotify.com/v1/audio-analysis/2VIK6jaaKghS4QPHr6sAkv,254507,2VIK6jaaKghS4QPHr6sAkv,0.0,2,0.052,-2.836,0,0.118,130.968,4,https://api.spotify.com/v1/tracks/2VIK6jaaKghS4QPHr6sAkv,audio_features,spotify:track:2VIK6jaaKghS4QPHr6sAkv,0.913,['j-pop']
18,34,19,Bluma to Lunch,BLOOM VASE,131057,https://open.spotify.com/track/3EYWY7XBj1BkCKX3R3hoZk,3,35,3EYWY7XBj1BkCKX3R3hoZk,0.756,0.726,0.034,https://api.spotify.com/v1/audio-analysis/3EYWY7XBj1BkCKX3R3hoZk,159040,3EYWY7XBj1BkCKX3R3hoZk,0.000455,7,0.119,-5.388,1,0.0489,123.98,4,https://api.spotify.com/v1/tracks/3EYWY7XBj1BkCKX3R3hoZk,audio_features,spotify:track:3EYWY7XBj1BkCKX3R3hoZk,0.792,"['j-pop', 'japanese pop rap']"
22,35,23,炎,LiSA,125641,https://open.spotify.com/track/0cSkn2l67csUljEy0EEBPn,3,36,0cSkn2l67csUljEy0EEBPn,0.477,0.685,0.105,https://api.spotify.com/v1/audio-analysis/0cSkn2l67csUljEy0EEBPn,275000,0cSkn2l67csUljEy0EEBPn,0.0,2,0.277,-4.554,1,0.0325,152.04,4,https://api.spotify.com/v1/tracks/0cSkn2l67csUljEy0EEBPn,audio_features,spotify:track:0cSkn2l67csUljEy0EEBPn,0.308,"['anime', 'anime rock', 'j-pixie']"
33,36,34,かくれんぼ,優里,111854,https://open.spotify.com/track/0JTjZnuciQH4M3620aMDtZ,3,37,0JTjZnuciQH4M3620aMDtZ,0.671,0.505,0.417,https://api.spotify.com/v1/audio-analysis/0JTjZnuciQH4M3620aMDtZ,271093,0JTjZnuciQH4M3620aMDtZ,0.0,9,0.124,-7.575,1,0.0629,156.019,4,https://api.spotify.com/v1/tracks/0JTjZnuciQH4M3620aMDtZ,audio_features,spotify:track:0JTjZnuciQH4M3620aMDtZ,0.311,"['j-pop', 'japanese singer-songwriter', 'japanese teen pop']"
11,37,12,不思議,Gen Hoshino,164533,https://open.spotify.com/track/6NKn02oJDkUkRa9IHbMe3n,2,38,6NKn02oJDkUkRa9IHbMe3n,0.753,0.574,0.0512,https://api.spotify.com/v1/audio-analysis/6NKn02oJDkUkRa9IHbMe3n,290000,6NKn02oJDkUkRa9IHbMe3n,3.71e-06,3,0.141,-4.57,1,0.0483,89.024,4,https://api.spotify.com/v1/tracks/6NKn02oJDkUkRa9IHbMe3n,audio_features,spotify:track:6NKn02oJDkUkRa9IHbMe3n,0.527,"['j-acoustic', 'j-pop', 'japanese singer-songwriter']"
25,38,26,春を告げる,yama,123695,https://open.spotify.com/track/2Gmyw5Vg2X5YW2lM3OC7nD,2,39,2Gmyw5Vg2X5YW2lM3OC7nD,0.548,0.871,0.0397,https://api.spotify.com/v1/audio-analysis/2Gmyw5Vg2X5YW2lM3OC7nD,196497,2Gmyw5Vg2X5YW2lM3OC7nD,0.0,11,0.357,-5.377,1,0.123,120.009,4,https://api.spotify.com/v1/tracks/2Gmyw5Vg2X5YW2lM3OC7nD,audio_features,spotify:track:2Gmyw5Vg2X5YW2lM3OC7nD,0.487,"['j-pop', 'japanese teen pop']"
31,39,32,猫,DISH//,115408,https://open.spotify.com/track/6sIx7Cn37DGEhjy9hBP8Gx,2,40,6sIx7Cn37DGEhjy9hBP8Gx,0.506,0.769,0.113,https://api.spotify.com/v1/audio-analysis/6sIx7Cn37DGEhjy9hBP8Gx,276040,6sIx7Cn37DGEhjy9hBP8Gx,0.0,3,0.0828,-5.326,1,0.0363,154.044,4,https://api.spotify.com/v1/tracks/6sIx7Cn37DGEhjy9hBP8Gx,audio_features,spotify:track:6sIx7Cn37DGEhjy9hBP8Gx,0.536,"['anime', 'j-division', 'j-pop']"
39,40,40,白日,King Gnu,107645,https://open.spotify.com/track/172fMG26G2OoEzzg0wn26r,2,41,172fMG26G2OoEzzg0wn26r,0.599,0.891,0.562,https://api.spotify.com/v1/audio-analysis/172fMG26G2OoEzzg0wn26r,276373,172fMG26G2OoEzzg0wn26r,0.0,1,0.322,-3.242,1,0.116,93.029,4,https://api.spotify.com/v1/tracks/172fMG26G2OoEzzg0wn26r,audio_features,spotify:track:172fMG26G2OoEzzg0wn26r,0.694,"['j-pop', 'j-rock']"
41,41,42,猫 〜THE FIRST TAKE ver.〜,DISH//,106027,https://open.spotify.com/track/25BJRpLBe3i6d8okphoRAm,2,42,25BJRpLBe3i6d8okphoRAm,0.635,0.578,0.539,https://api.spotify.com/v1/audio-analysis/25BJRpLBe3i6d8okphoRAm,273893,25BJRpLBe3i6d8okphoRAm,0.0,8,0.115,-6.749,1,0.132,77.065,4,https://api.spotify.com/v1/tracks/25BJRpLBe3i6d8okphoRAm,audio_features,spotify:track:25BJRpLBe3i6d8okphoRAm,0.584,"['anime', 'j-division', 'j-pop']"
42,42,43,Walking with you,Novelbright,105765,https://open.spotify.com/track/7tGDXCPLpAScEwmqab9YZd,2,43,7tGDXCPLpAScEwmqab9YZd,0.422,0.969,0.00585,https://api.spotify.com/v1/audio-analysis/7tGDXCPLpAScEwmqab9YZd,223187,7tGDXCPLpAScEwmqab9YZd,0.0,7,0.533,-0.824,1,0.0591,92.524,4,https://api.spotify.com/v1/tracks/7tGDXCPLpAScEwmqab9YZd,audio_features,spotify:track:7tGDXCPLpAScEwmqab9YZd,0.496,"['j-pop', 'j-rock']"
56,43,57,Life Goes On,BTS,63364,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD,15,44,249gnXrbfmV8NG6jTEMSwD,0.566,0.716,0.00691,https://api.spotify.com/v1/audio-analysis/249gnXrbfmV8NG6jTEMSwD,207481,249gnXrbfmV8NG6jTEMSwD,0.0,1,0.37,-5.733,1,0.0424,81.068,4,https://api.spotify.com/v1/tracks/249gnXrbfmV8NG6jTEMSwD,audio_features,spotify:track:249gnXrbfmV8NG6jTEMSwD,0.45,"['k-pop', 'k-pop boy group']"
59,44,60,Boy With Luv (feat. Halsey),BTS,61962,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,15,45,5KawlOMHjWeUjQtnuRs22c,0.645,0.862,0.0923,https://api.spotify.com/v1/audio-analysis/5KawlOMHjWeUjQtnuRs22c,229773,5KawlOMHjWeUjQtnuRs22c,0.0,11,0.192,-4.757,0,0.0965,119.991,4,https://api.spotify.com/v1/tracks/5KawlOMHjWeUjQtnuRs22c,audio_features,spotify:track:5KawlOMHjWeUjQtnuRs22c,0.798,"['k-pop', 'k-pop boy group']"
65,45,66,Stay Gold,BTS,53388,https://open.spotify.com/track/3Ys2PYl1wyPKQIwyqhP9cQ,15,46,3Ys2PYl1wyPKQIwyqhP9cQ,0.723,0.634,0.0892,https://api.spotify.com/v1/audio-analysis/3Ys2PYl1wyPKQIwyqhP9cQ,243267,3Ys2PYl1wyPKQIwyqhP9cQ,0.0,1,0.0787,-5.415,1,0.0542,129.017,4,https://api.spotify.com/v1/tracks/3Ys2PYl1wyPKQIwyqhP9cQ,audio_features,spotify:track:3Ys2PYl1wyPKQIwyqhP9cQ,0.582,"['k-pop', 'k-pop boy group']"
105,46,106,ON,BTS,37233,https://open.spotify.com/track/3cbLHmmEPvTgHKvl53WYiy,15,47,3cbLHmmEPvTgHKvl53WYiy,0.583,0.817,0.118,https://api.spotify.com/v1/audio-analysis/3cbLHmmEPvTgHKvl53WYiy,246381,3cbLHmmEPvTgHKvl53WYiy,0.0,9,0.338,-5.146,0,0.099,105.935,4,https://api.spotify.com/v1/tracks/3cbLHmmEPvTgHKvl53WYiy,audio_features,spotify:track:3cbLHmmEPvTgHKvl53WYiy,0.437,"['k-pop', 'k-pop boy group']"
109,47,110,Lights,BTS,36546,https://open.spotify.com/track/3TDUktzfYXMWjkWqwoT5F1,15,48,3TDUktzfYXMWjkWqwoT5F1,0.608,0.644,0.156,https://api.spotify.com/v1/audio-analysis/3TDUktzfYXMWjkWqwoT5F1,292853,3TDUktzfYXMWjkWqwoT5F1,0.0,5,0.124,-5.588,1,0.0314,99.005,4,https://api.spotify.com/v1/tracks/3TDUktzfYXMWjkWqwoT5F1,audio_features,spotify:track:3TDUktzfYXMWjkWqwoT5F1,0.431,"['k-pop', 'k-pop boy group']"
