,TrackID,Position,TrackName,Artist,Streams,URL,Appears,Rank,SongIDs,Danceability,Energy,Acousticness,Analysis_URL,Duration_MS,Spotify_Song_ID,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_Signature,Track_Href,Search_Type,URI,Valence,Artist_Genres
28,10,29,Ttg,Light,16580,https://open.spotify.com/track/2VtwLRUgXEebI1DTGJTOCb,18,11,2VtwLRUgXEebI1DTGJTOCb,0.787,0.559,0.0153,https://api.spotify.com/v1/audio-analysis/2VtwLRUgXEebI1DTGJTOCb,190880,2VtwLRUgXEebI1DTGJTOCb,0.0,10,0.275,-7.454,0,0.262,142.168,4,https://api.spotify.com/v1/tracks/2VtwLRUgXEebI1DTGJTOCb,audio_features,spotify:track:2VtwLRUgXEebI1DTGJTOCb,0.242,"['canadian folk', 'canadian pop', 'electropop', 'indie poptimism']"
29,11,30,Xares,Light,16105,https://open.spotify.com/track/6LlFw8LxQeQNcSvy9lKRI2,18,12,6LlFw8LxQeQNcSvy9lKRI2,0.685,0.683,0.0459,https://api.spotify.com/v1/audio-analysis/6LlFw8LxQeQNcSvy9lKRI2,228500,6LlFw8LxQeQNcSvy9lKRI2,0.0,1,0.0885,-7.49,0,0.239,167.968,4,https://api.spotify.com/v1/tracks/6LlFw8LxQeQNcSvy9lKRI2,audio_features,spotify:track:6LlFw8LxQeQNcSvy9lKRI2,0.0919,"['canadian folk', 'canadian pop', 'electropop', 'indie poptimism']"
34,12,35,Eksw,Light,13740,https://open.spotify.com/track/4IGxuQOJbbKGq597JunGDQ,18,13,4IGxuQOJbbKGq597JunGDQ,0.777,0.504,0.526,https://api.spotify.com/v1/audio-analysis/4IGxuQOJbbKGq597JunGDQ,267000,4IGxuQOJbbKGq597JunGDQ,0.0,3,0.144,-7.644,0,0.34,114.046,4,https://api.spotify.com/v1/tracks/4IGxuQOJbbKGq597JunGDQ,audio_features,spotify:track:4IGxuQOJbbKGq597JunGDQ,0.576,"['canadian folk', 'canadian pop', 'electropop', 'indie poptimism']"
36,13,37,Blow Up,Light,12543,https://open.spotify.com/track/0h1p5hFcJQCEe0ER0wU0dv,18,14,0h1p5hFcJQCEe0ER0wU0dv,0.489,0.729,0.19,https://api.spotify.com/v1/audio-analysis/0h1p5hFcJQCEe0ER0wU0dv,172625,0h1p5hFcJQCEe0ER0wU0dv,0.0,7,0.11,-5.753,0,0.452,74.567,3,https://api.spotify.com/v1/tracks/0h1p5hFcJQCEe0ER0wU0dv,audio_features,spotify:track:0h1p5hFcJQCEe0ER0wU0dv,0.214,"['canadian folk', 'canadian pop', 'electropop', 'indie poptimism']"
41,14,42,Voodoo,Light,11414,https://open.spotify.com/track/6tGl1mj5CyoB1hUtOKyhkQ,18,15,6tGl1mj5CyoB1hUtOKyhkQ,0.665,0.628,0.0717,https://api.spotify.com/v1/audio-analysis/6tGl1mj5CyoB1hUtOKyhkQ,190941,6tGl1mj5CyoB1hUtOKyhkQ,0.0,11,0.0469,-6.832,0,0.271,84.656,4,https://api.spotify.com/v1/tracks/6tGl1mj5CyoB1hUtOKyhkQ,audio_features,spotify:track:6tGl1mj5CyoB1hUtOKyhkQ,0.275,"['canadian folk', 'canadian pop', 'electropop', 'indie poptimism']"
11,15,12,Prestige,Rack,26614,https://open.spotify.com/track/4gFO7c2q8Iku8bjylseQzT,13,16,4gFO7c2q8Iku8bjylseQzT,0.765,0.802,0.169,https://api.spotify.com/v1/audio-analysis/4gFO7c2q8Iku8bjylseQzT,178758,4gFO7c2q8Iku8bjylseQzT,0.000448,9,0.225,-7.624,0,0.0509,115.053,4,https://api.spotify.com/v1/tracks/4gFO7c2q8Iku8bjylseQzT,audio_features,spotify:track:4gFO7c2q8Iku8bjylseQzT,0.569,"['country rap', 'redneck']"
12,16,13,Thelei Tattoo,Rack,26539,https://open.spotify.com/track/5H9XGo7LFHgTy0vbnOlwaf,13,17,5H9XGo7LFHgTy0vbnOlwaf,0.697,0.574,0.35,https://api.spotify.com/v1/audio-analysis/5H9XGo7LFHgTy0vbnOlwaf,141214,5H9XGo7LFHgTy0vbnOlwaf,0.0192,3,0.144,-8.472,0,0.136,140.114,4,https://api.spotify.com/v1/tracks/5H9XGo7LFHgTy0vbnOlwaf,audio_features,spotify:track:5H9XGo7LFHgTy0vbnOlwaf,0.413,"['country rap', 'redneck']"
13,17,14,Kathikon,Rack,25764,https://open.spotify.com/track/5tQrjxSC13DsAxFQ6aMUhV,13,18,5tQrjxSC13DsAxFQ6aMUhV,0.72,0.681,0.198,https://api.spotify.com/v1/audio-analysis/5tQrjxSC13DsAxFQ6aMUhV,99255,5tQrjxSC13DsAxFQ6aMUhV,0.0128,10,0.221,-8.962,0,0.223,94.04,4,https://api.spotify.com/v1/tracks/5tQrjxSC13DsAxFQ6aMUhV,audio_features,spotify:track:5tQrjxSC13DsAxFQ6aMUhV,0.529,"['country rap', 'redneck']"
18,18,19,Free Lupo,Rack,22111,https://open.spotify.com/track/5TueXI8JVK0J81hVsXNMIE,13,19,5TueXI8JVK0J81hVsXNMIE,0.68,0.686,0.101,https://api.spotify.com/v1/audio-analysis/5TueXI8JVK0J81hVsXNMIE,211538,5TueXI8JVK0J81hVsXNMIE,2.12e-05,2,0.299,-6.83,1,0.164,156.083,4,https://api.spotify.com/v1/tracks/5TueXI8JVK0J81hVsXNMIE,audio_features,spotify:track:5TueXI8JVK0J81hVsXNMIE,0.221,"['country rap', 'redneck']"
31,19,32,BCC Gang,Rack,15669,https://open.spotify.com/track/15UvmYxbkwDKmRm2Y9TWuU,13,20,15UvmYxbkwDKmRm2Y9TWuU,0.783,0.686,0.122,https://api.spotify.com/v1/audio-analysis/15UvmYxbkwDKmRm2Y9TWuU,176734,15UvmYxbkwDKmRm2Y9TWuU,0.000503,1,0.11,-7.459,1,0.202,84.0,4,https://api.spotify.com/v1/tracks/15UvmYxbkwDKmRm2Y9TWuU,audio_features,spotify:track:15UvmYxbkwDKmRm2Y9TWuU,0.329,"['country rap', 'redneck']"
32,20,33,Davay,Rack,15006,https://open.spotify.com/track/54EXZcuRYIFW75Y5Bxenxt,13,21,54EXZcuRYIFW75Y5Bxenxt,0.634,0.717,0.153,https://api.spotify.com/v1/audio-analysis/54EXZcuRYIFW75Y5Bxenxt,148966,54EXZcuRYIFW75Y5Bxenxt,0.0,11,0.264,-6.795,0,0.211,72.558,4,https://api.spotify.com/v1/tracks/54EXZcuRYIFW75Y5Bxenxt,audio_features,spotify:track:54EXZcuRYIFW75Y5Bxenxt,0.533,"['country rap', 'redneck']"
40,21,41,Lohos,Rack,11787,https://open.spotify.com/track/29b9psRs9YwoybdKWvGjmE,13,22,29b9psRs9YwoybdKWvGjmE,0.562,0.771,0.101,https://api.spotify.com/v1/audio-analysis/29b9psRs9YwoybdKWvGjmE,162000,29b9psRs9YwoybdKWvGjmE,2.06e-06,10,0.272,-7.185,0,0.246,140.55,4,https://api.spotify.com/v1/tracks/29b9psRs9YwoybdKWvGjmE,audio_features,spotify:track:29b9psRs9YwoybdKWvGjmE,0.333,"['country rap', 'redneck']"
42,22,43,Hroma,Rack,10973,https://open.spotify.com/track/74dlWhbyR61UafvcXIrOZr,13,23,74dlWhbyR61UafvcXIrOZr,0.672,0.752,0.281,https://api.spotify.com/v1/audio-analysis/74dlWhbyR61UafvcXIrOZr,178071,74dlWhbyR61UafvcXIrOZr,0.0,4,0.296,-7.086,0,0.202,140.16,4,https://api.spotify.com/v1/tracks/74dlWhbyR61UafvcXIrOZr,audio_features,spotify:track:74dlWhbyR61UafvcXIrOZr,0.442,"['country rap', 'redneck']"
43,23,44,Mana Signomi,Rack,10935,https://open.spotify.com/track/443zjmQbb2w0s0hg6WnQUj,13,24,443zjmQbb2w0s0hg6WnQUj,0.558,0.665,0.33,https://api.spotify.com/v1/audio-analysis/443zjmQbb2w0s0hg6WnQUj,134831,443zjmQbb2w0s0hg6WnQUj,0.1,7,0.119,-8.554,0,0.186,88.892,4,https://api.spotify.com/v1/tracks/443zjmQbb2w0s0hg6WnQUj,audio_features,spotify:track:443zjmQbb2w0s0hg6WnQUj,0.27,"['country rap', 'redneck']"
48,24,49,Alitheies,Rack,10053,https://open.spotify.com/track/71ZdZWRRHloiqNP3SjvuuR,13,25,71ZdZWRRHloiqNP3SjvuuR,0.459,0.885,0.271,https://api.spotify.com/v1/audio-analysis/71ZdZWRRHloiqNP3SjvuuR,197394,71ZdZWRRHloiqNP3SjvuuR,4.15e-06,5,0.329,-6.809,0,0.484,140.574,4,https://api.spotify.com/v1/tracks/71ZdZWRRHloiqNP3SjvuuR,audio_features,spotify:track:71ZdZWRRHloiqNP3SjvuuR,0.532,"['country rap', 'redneck']"
5,25,6,ZITTI E BUONI,Måneskin,29965,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw,10,26,776AftMmFFAWUIEAb3lHhw,0.625,0.939,0.00138,https://api.spotify.com/v1/audio-analysis/776AftMmFFAWUIEAb3lHhw,194787,776AftMmFFAWUIEAb3lHhw,0.0,4,0.424,-3.115,0,0.0669,102.999,4,https://api.spotify.com/v1/tracks/776AftMmFFAWUIEAb3lHhw,audio_features,spotify:track:776AftMmFFAWUIEAb3lHhw,0.644,"['indie rock italiano', 'italian pop']"
17,26,18,Beggin',Måneskin,23096,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e,10,27,3Wrjm47oTz2sjIgck11l5e,0.714,0.8,0.127,https://api.spotify.com/v1/audio-analysis/3Wrjm47oTz2sjIgck11l5e,211560,3Wrjm47oTz2sjIgck11l5e,0.0,11,0.359,-4.808,0,0.0504,134.002,4,https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e,audio_features,spotify:track:3Wrjm47oTz2sjIgck11l5e,0.589,"['indie rock italiano', 'italian pop']"
21,27,22,I WANNA BE YOUR SLAVE,Måneskin,20794,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk,10,28,4pt5fDVTg5GhEvEtlz9dKk,0.75,0.608,0.00165,https://api.spotify.com/v1/audio-analysis/4pt5fDVTg5GhEvEtlz9dKk,173347,4pt5fDVTg5GhEvEtlz9dKk,0.0,1,0.178,-4.008,1,0.0387,132.507,4,https://api.spotify.com/v1/tracks/4pt5fDVTg5GhEvEtlz9dKk,audio_features,spotify:track:4pt5fDVTg5GhEvEtlz9dKk,0.958,"['indie rock italiano', 'italian pop']"
27,28,28,good 4 u,Olivia Rodrigo,16807,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,8,29,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,0.335,https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG,178147,4ZtFanR9U6ndgddUvNcjcG,0.0,9,0.0849,-5.044,1,0.154,166.928,4,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,audio_features,spotify:track:4ZtFanR9U6ndgddUvNcjcG,0.688,['pop']
2,29,3,Mporei,Mad Clip,36222,https://open.spotify.com/track/7raprblR3NfeuiV72Lz5Il,7,30,7raprblR3NfeuiV72Lz5Il,0.579,0.593,0.135,https://api.spotify.com/v1/audio-analysis/7raprblR3NfeuiV72Lz5Il,211188,7raprblR3NfeuiV72Lz5Il,0.0,0,0.0877,-6.369,0,0.25,100.967,4,https://api.spotify.com/v1/tracks/7raprblR3NfeuiV72Lz5Il,audio_features,spotify:track:7raprblR3NfeuiV72Lz5Il,0.359,"['greek hip hop', 'greek pop', 'greek trap']"
22,30,23,Diamanti,SNIK,20786,https://open.spotify.com/track/6qPU5i85Wh5UBy9MaaGIuJ,7,31,6qPU5i85Wh5UBy9MaaGIuJ,0.62,0.871,0.314,https://api.spotify.com/v1/audio-analysis/6qPU5i85Wh5UBy9MaaGIuJ,131461,6qPU5i85Wh5UBy9MaaGIuJ,2.02e-05,7,0.0966,-3.639,0,0.135,178.014,4,https://api.spotify.com/v1/tracks/6qPU5i85Wh5UBy9MaaGIuJ,audio_features,spotify:track:6qPU5i85Wh5UBy9MaaGIuJ,0.7,"['greek hip hop', 'greek trap']"
37,31,38,Baby,Mad Clip,12537,https://open.spotify.com/track/7goj1fS7fV4dvc91RvuoBw,7,32,7goj1fS7fV4dvc91RvuoBw,0.693,0.637,0.287,https://api.spotify.com/v1/audio-analysis/7goj1fS7fV4dvc91RvuoBw,219715,7goj1fS7fV4dvc91RvuoBw,2.15e-06,1,0.206,-9.476,1,0.228,142.168,4,https://api.spotify.com/v1/tracks/7goj1fS7fV4dvc91RvuoBw,audio_features,spotify:track:7goj1fS7fV4dvc91RvuoBw,0.253,"['greek hip hop', 'greek pop', 'greek trap']"
44,32,45,XILIOMETRA,Mad Clip,10710,https://open.spotify.com/track/0Az2D1ByNU09je0ZtzDcHm,7,33,0Az2D1ByNU09je0ZtzDcHm,0.744,0.657,0.247,https://api.spotify.com/v1/audio-analysis/0Az2D1ByNU09je0ZtzDcHm,247200,0Az2D1ByNU09je0ZtzDcHm,0.0,2,0.0942,-6.451,1,0.0592,100.023,4,https://api.spotify.com/v1/tracks/0Az2D1ByNU09je0ZtzDcHm,audio_features,spotify:track:0Az2D1ByNU09je0ZtzDcHm,0.164,"['greek hip hop', 'greek pop', 'greek trap']"
47,33,48,CARLOS TEVEZ,Dani Gambino,10084,https://open.spotify.com/track/7sqV5wrcZH0B4q8X9uHKFJ,6,34,7sqV5wrcZH0B4q8X9uHKFJ,0.758,0.895,0.612,https://api.spotify.com/v1/audio-analysis/7sqV5wrcZH0B4q8X9uHKFJ,268138,7sqV5wrcZH0B4q8X9uHKFJ,0.0,9,0.0931,-6.113,1,0.147,144.942,4,https://api.spotify.com/v1/tracks/7sqV5wrcZH0B4q8X9uHKFJ,audio_features,spotify:track:7sqV5wrcZH0B4q8X9uHKFJ,0.601,"['greek drill', 'greek hip hop']"
7,34,8,Dokimase Ton,Saske,28876,https://open.spotify.com/track/2Jr5Z8VTNa3bPAlbBk6n6k,5,35,2Jr5Z8VTNa3bPAlbBk6n6k,0.618,0.687,0.182,https://api.spotify.com/v1/audio-analysis/2Jr5Z8VTNa3bPAlbBk6n6k,173333,2Jr5Z8VTNa3bPAlbBk6n6k,0.000958,6,0.12,-7.616,1,0.348,120.058,5,https://api.spotify.com/v1/tracks/2Jr5Z8VTNa3bPAlbBk6n6k,audio_features,spotify:track:2Jr5Z8VTNa3bPAlbBk6n6k,0.66,"['greek hip hop', 'greek pop', 'greek trap']"
8,35,9,Kokaina,TOQUEL,28526,https://open.spotify.com/track/0mBpzm8OfmBouihZ54biML,5,36,0mBpzm8OfmBouihZ54biML,0.536,0.675,0.342,https://api.spotify.com/v1/audio-analysis/0mBpzm8OfmBouihZ54biML,150918,0mBpzm8OfmBouihZ54biML,3.19e-05,3,0.117,-7.747,0,0.347,92.94,4,https://api.spotify.com/v1/tracks/0mBpzm8OfmBouihZ54biML,audio_features,spotify:track:0mBpzm8OfmBouihZ54biML,0.856,"['greek hip hop', 'greek trap']"
20,36,21,Rollie,TOQUEL,21244,https://open.spotify.com/track/1rL4mn6pBrQsLeQLf4mnEX,5,37,1rL4mn6pBrQsLeQLf4mnEX,0.941,0.576,0.0307,https://api.spotify.com/v1/audio-analysis/1rL4mn6pBrQsLeQLf4mnEX,184286,1rL4mn6pBrQsLeQLf4mnEX,1.9e-06,10,0.115,-7.329,1,0.347,112.003,5,https://api.spotify.com/v1/tracks/1rL4mn6pBrQsLeQLf4mnEX,audio_features,spotify:track:1rL4mn6pBrQsLeQLf4mnEX,0.424,"['greek hip hop', 'greek trap']"
1,37,2,Anthem,Immune,36462,https://open.spotify.com/track/5sCiSMu4nWKgKQlHVyEaQq,4,38,5sCiSMu4nWKgKQlHVyEaQq,0.704,0.567,0.22,https://api.spotify.com/v1/audio-analysis/5sCiSMu4nWKgKQlHVyEaQq,213438,5sCiSMu4nWKgKQlHVyEaQq,0.0,6,0.0867,-10.133,0,0.225,144.183,4,https://api.spotify.com/v1/tracks/5sCiSMu4nWKgKQlHVyEaQq,audio_features,spotify:track:5sCiSMu4nWKgKQlHVyEaQq,0.5,['greek drill']
45,38,46,DEMODE,RICTA,10575,https://open.spotify.com/track/6zFIf7W0pKa9HO50dw5E8u,4,39,6zFIf7W0pKa9HO50dw5E8u,0.736,0.681,0.117,https://api.spotify.com/v1/audio-analysis/6zFIf7W0pKa9HO50dw5E8u,246324,6zFIf7W0pKa9HO50dw5E8u,0.0,4,0.107,-9.297,0,0.351,141.858,4,https://api.spotify.com/v1/tracks/6zFIf7W0pKa9HO50dw5E8u,audio_features,spotify:track:6zFIf7W0pKa9HO50dw5E8u,0.396,['greek drill']
6,39,7,COCO,Trannos,29761,https://open.spotify.com/track/6yOg1Tt1ELOWseyPg2vEos,3,40,6yOg1Tt1ELOWseyPg2vEos,0.931,0.638,0.0558,https://api.spotify.com/v1/audio-analysis/6yOg1Tt1ELOWseyPg2vEos,144500,6yOg1Tt1ELOWseyPg2vEos,0.0,7,0.106,-7.291,1,0.221,120.054,4,https://api.spotify.com/v1/tracks/6yOg1Tt1ELOWseyPg2vEos,audio_features,spotify:track:6yOg1Tt1ELOWseyPg2vEos,0.797,"['greek drill', 'greek trap']"
10,40,11,XCM (Xapiacocomayro),Bossikan,27733,https://open.spotify.com/track/1n5p8hMkO5RJsePA9NFi9x,3,41,1n5p8hMkO5RJsePA9NFi9x,0.735,0.758,0.115,https://api.spotify.com/v1/audio-analysis/1n5p8hMkO5RJsePA9NFi9x,210843,1n5p8hMkO5RJsePA9NFi9x,0.0,1,0.153,-6.822,1,0.301,139.836,4,https://api.spotify.com/v1/tracks/1n5p8hMkO5RJsePA9NFi9x,audio_features,spotify:track:1n5p8hMkO5RJsePA9NFi9x,0.845,"['greek drill', 'greek trap']"
24,41,25,Full Press,Bossikan,19071,https://open.spotify.com/track/1AJrznrjCng2wX8dy4LGXk,3,42,1AJrznrjCng2wX8dy4LGXk,0.771,0.53,0.391,https://api.spotify.com/v1/audio-analysis/1AJrznrjCng2wX8dy4LGXk,285309,1AJrznrjCng2wX8dy4LGXk,0.0,2,0.115,-11.731,1,0.526,143.115,4,https://api.spotify.com/v1/tracks/1AJrznrjCng2wX8dy4LGXk,audio_features,spotify:track:1AJrznrjCng2wX8dy4LGXk,0.501,"['greek drill', 'greek trap']"
35,42,36,Levitating (feat. DaBaby),Dua Lipa,12997,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,3,43,5nujrmhLynf4yMoMtj8AQF,0.702,0.825,0.00883,https://api.spotify.com/v1/audio-analysis/5nujrmhLynf4yMoMtj8AQF,203064,5nujrmhLynf4yMoMtj8AQF,0.0,6,0.0674,-3.787,0,0.0601,102.977,4,https://api.spotify.com/v1/tracks/5nujrmhLynf4yMoMtj8AQF,audio_features,spotify:track:5nujrmhLynf4yMoMtj8AQF,0.915,"['dance pop', 'pop', 'uk pop']"
30,43,31,Amnesia,Sigma,16005,https://open.spotify.com/track/7AeJhLrw5gWEh2p0yQKAGE,2,44,7AeJhLrw5gWEh2p0yQKAGE,0.778,0.534,0.168,https://api.spotify.com/v1/audio-analysis/7AeJhLrw5gWEh2p0yQKAGE,200656,7AeJhLrw5gWEh2p0yQKAGE,1.43e-05,5,0.119,-9.552,0,0.0532,121.996,4,https://api.spotify.com/v1/tracks/7AeJhLrw5gWEh2p0yQKAGE,audio_features,spotify:track:7AeJhLrw5gWEh2p0yQKAGE,0.528,"['dance pop', 'drum and bass', 'edm', 'house', 'liquid funk', 'pop dance', 'tropical house', 'uk dance']"
33,44,34,Diamantia,Sin Laurent,14685,https://open.spotify.com/track/3dQasgX8yPD2OxGsEyvBWs,2,45,3dQasgX8yPD2OxGsEyvBWs,0.479,0.714,0.439,https://api.spotify.com/v1/audio-analysis/3dQasgX8yPD2OxGsEyvBWs,187428,3dQasgX8yPD2OxGsEyvBWs,1.29e-06,0,0.0619,-7.045,0,0.385,169.9,4,https://api.spotify.com/v1/tracks/3dQasgX8yPD2OxGsEyvBWs,audio_features,spotify:track:3dQasgX8yPD2OxGsEyvBWs,0.629,['greek pop']
50,45,51,Gymni,Light,9533,https://open.spotify.com/track/0Vo6x7xCIqQlnm2XbLZ6mF,18,46,0Vo6x7xCIqQlnm2XbLZ6mF,0.811,0.621,0.225,https://api.spotify.com/v1/audio-analysis/0Vo6x7xCIqQlnm2XbLZ6mF,173100,0Vo6x7xCIqQlnm2XbLZ6mF,0.0,6,0.148,-9.004,0,0.248,100.059,4,https://api.spotify.com/v1/tracks/0Vo6x7xCIqQlnm2XbLZ6mF,audio_features,spotify:track:0Vo6x7xCIqQlnm2XbLZ6mF,0.687,"['canadian folk', 'canadian pop', 'electropop', 'indie poptimism']"
91,46,92,Ligi,Light,6337,https://open.spotify.com/track/4iWDvVZZgRVgVnTtHOkHXp,18,47,4iWDvVZZgRVgVnTtHOkHXp,0.855,0.543,0.0234,https://api.spotify.com/v1/audio-analysis/4iWDvVZZgRVgVnTtHOkHXp,154770,4iWDvVZZgRVgVnTtHOkHXp,0.0,0,0.118,-9.253,0,0.0463,100.946,4,https://api.spotify.com/v1/tracks/4iWDvVZZgRVgVnTtHOkHXp,audio_features,spotify:track:4iWDvVZZgRVgVnTtHOkHXp,0.188,"['canadian folk', 'canadian pop', 'electropop', 'indie poptimism']"
