,TrackID,Position,TrackName,Artist,Streams,URL,Appears,Rank,SongIDs,Danceability,Energy,Acousticness,Analysis_URL,Duration_MS,Spotify_Song_ID,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_Signature,Track_Href,Search_Type,URI,Valence,Artist_Genres
43,10,44,hope ur ok,Olivia Rodrigo,2879216,https://open.spotify.com/track/1zejeOnykpCoyVSit6Bwp3,11,11,1zejeOnykpCoyVSit6Bwp3,0.443,0.298,0.388,https://api.spotify.com/v1/audio-analysis/1zejeOnykpCoyVSit6Bwp3,209560,1zejeOnykpCoyVSit6Bwp3,1e-05,0,0.103,-12.181,1,0.0644,77.253,4,https://api.spotify.com/v1/tracks/1zejeOnykpCoyVSit6Bwp3,audio_features,spotify:track:1zejeOnykpCoyVSit6Bwp3,0.172,['pop']
3,11,4,RAPSTAR,Polo G,7805234,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg,6,12,18vXApRmJSgQ6wG2ll9AOg,0.789,0.536,0.41,https://api.spotify.com/v1/audio-analysis/18vXApRmJSgQ6wG2ll9AOg,165926,18vXApRmJSgQ6wG2ll9AOg,0.0,6,0.129,-6.862,1,0.242,81.039,4,https://api.spotify.com/v1/tracks/18vXApRmJSgQ6wG2ll9AOg,audio_features,spotify:track:18vXApRmJSgQ6wG2ll9AOg,0.437,['chicago rap']
48,12,49,No Return (with The Kid LAROI & Lil Durk),Polo G,2771153,https://open.spotify.com/track/23OYT3SFtoJqhiAUqktbc1,6,13,23OYT3SFtoJqhiAUqktbc1,0.479,0.645,0.135,https://api.spotify.com/v1/audio-analysis/23OYT3SFtoJqhiAUqktbc1,168729,23OYT3SFtoJqhiAUqktbc1,0.0,5,0.0825,-7.336,0,0.302,155.057,4,https://api.spotify.com/v1/tracks/23OYT3SFtoJqhiAUqktbc1,audio_features,spotify:track:23OYT3SFtoJqhiAUqktbc1,0.381,['chicago rap']
50,13,51,GANG GANG (with Lil Wayne),Polo G,2755702,https://open.spotify.com/track/0ezwvY7TkCwDEkKR49084k,6,14,0ezwvY7TkCwDEkKR49084k,0.752,0.563,0.146,https://api.spotify.com/v1/audio-analysis/0ezwvY7TkCwDEkKR49084k,178776,0ezwvY7TkCwDEkKR49084k,0.0,3,0.103,-8.066,0,0.209,145.05,4,https://api.spotify.com/v1/tracks/0ezwvY7TkCwDEkKR49084k,audio_features,spotify:track:0ezwvY7TkCwDEkKR49084k,0.551,['chicago rap']
57,14,58,Martin & Gina,Polo G,2619543,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,6,15,1VLtjHwRWOVJiE5Py7JxoQ,0.832,0.534,0.345,https://api.spotify.com/v1/audio-analysis/1VLtjHwRWOVJiE5Py7JxoQ,132833,1VLtjHwRWOVJiE5Py7JxoQ,0.0,1,0.165,-7.813,0,0.253,93.924,4,https://api.spotify.com/v1/tracks/1VLtjHwRWOVJiE5Py7JxoQ,audio_features,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,0.116,['chicago rap']
79,15,80,All Girls Are The Same,Juice WRLD,2188545,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,6,16,4VXIryQMWpIdGgYR4TrjT1,0.671,0.529,0.0769,https://api.spotify.com/v1/audio-analysis/4VXIryQMWpIdGgYR4TrjT1,165820,4VXIryQMWpIdGgYR4TrjT1,0.000335,0,0.0856,-7.226,1,0.307,161.989,4,https://api.spotify.com/v1/tracks/4VXIryQMWpIdGgYR4TrjT1,audio_features,spotify:track:4VXIryQMWpIdGgYR4TrjT1,0.203,"['chicago rap', 'melodic rap']"
83,16,84,Lucid Dreams,Juice WRLD,2133446,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,6,17,285pBltuF7vW8TeWk8hdRR,0.511,0.566,0.349,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,239836,285pBltuF7vW8TeWk8hdRR,0.0,6,0.34,-7.23,0,0.2,83.903,4,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,audio_features,spotify:track:285pBltuF7vW8TeWk8hdRR,0.218,"['chicago rap', 'melodic rap']"
89,17,90,Wishing Well,Juice WRLD,2019560,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv,6,18,2U5WueTLIK5WJLD7mvDODv,0.65,0.613,0.00336,https://api.spotify.com/v1/audio-analysis/2U5WueTLIK5WJLD7mvDODv,194621,2U5WueTLIK5WJLD7mvDODv,0.0,9,0.267,-6.13,0,0.128,149.972,4,https://api.spotify.com/v1/tracks/2U5WueTLIK5WJLD7mvDODv,audio_features,spotify:track:2U5WueTLIK5WJLD7mvDODv,0.0804,"['chicago rap', 'melodic rap']"
90,18,91,Come & Go (with Marshmello),Juice WRLD,2012034,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,6,19,2Y0wPrPQBrGhoLn14xRYCG,0.625,0.814,0.0172,https://api.spotify.com/v1/audio-analysis/2Y0wPrPQBrGhoLn14xRYCG,205485,2Y0wPrPQBrGhoLn14xRYCG,0.0,0,0.158,-5.181,1,0.0657,144.991,4,https://api.spotify.com/v1/tracks/2Y0wPrPQBrGhoLn14xRYCG,audio_features,spotify:track:2Y0wPrPQBrGhoLn14xRYCG,0.535,"['chicago rap', 'melodic rap']"
101,19,102,Whiskey Glasses,Morgan Wallen,1842287,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00,6,20,6foY66mWZN0pSRjZ408c00,0.614,0.68,0.369,https://api.spotify.com/v1/audio-analysis/6foY66mWZN0pSRjZ408c00,234347,6foY66mWZN0pSRjZ408c00,1.84e-06,6,0.115,-4.58,1,0.0289,149.959,4,https://api.spotify.com/v1/tracks/6foY66mWZN0pSRjZ408c00,audio_features,spotify:track:6foY66mWZN0pSRjZ408c00,0.707,['contemporary country']
103,20,104,Robbery,Juice WRLD,1838761,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,6,21,6Hj9jySrnFppAI0sEMCZpJ,0.685,0.692,0.328,https://api.spotify.com/v1/audio-analysis/6Hj9jySrnFppAI0sEMCZpJ,240051,6Hj9jySrnFppAI0sEMCZpJ,0.0,2,0.153,-5.122,1,0.0457,159.966,5,https://api.spotify.com/v1/tracks/6Hj9jySrnFppAI0sEMCZpJ,audio_features,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,0.578,"['chicago rap', 'melodic rap']"
114,21,115,Black Hearted,Polo G,1767789,https://open.spotify.com/track/25qk9xa71F1POdI4vj7rbi,6,22,25qk9xa71F1POdI4vj7rbi,0.506,0.563,0.0326,https://api.spotify.com/v1/audio-analysis/25qk9xa71F1POdI4vj7rbi,190509,25qk9xa71F1POdI4vj7rbi,0.0,1,0.0856,-7.664,0,0.411,168.146,4,https://api.spotify.com/v1/tracks/25qk9xa71F1POdI4vj7rbi,audio_features,spotify:track:25qk9xa71F1POdI4vj7rbi,0.153,['chicago rap']
125,22,126,Wasted On You,Morgan Wallen,1709533,https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3,6,23,3cBsEDNhFI9E82vPj3kvi3,0.505,0.657,0.373,https://api.spotify.com/v1/audio-analysis/3cBsEDNhFI9E82vPj3kvi3,178520,3cBsEDNhFI9E82vPj3kvi3,0.00107,11,0.126,-5.24,0,0.0318,196.0,3,https://api.spotify.com/v1/tracks/3cBsEDNhFI9E82vPj3kvi3,audio_features,spotify:track:3cBsEDNhFI9E82vPj3kvi3,0.252,['contemporary country']
136,23,137,21,Polo G,1629826,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H,6,24,3JKgcAa7r07ocVWcV8bS0H,0.783,0.479,0.149,https://api.spotify.com/v1/audio-analysis/3JKgcAa7r07ocVWcV8bS0H,163798,3JKgcAa7r07ocVWcV8bS0H,0.0,7,0.101,-10.646,1,0.541,176.027,4,https://api.spotify.com/v1/tracks/3JKgcAa7r07ocVWcV8bS0H,audio_features,spotify:track:3JKgcAa7r07ocVWcV8bS0H,0.533,['chicago rap']
140,24,141,More Than My Hometown,Morgan Wallen,1621797,https://open.spotify.com/track/5OELUCYgOHKFAvCERnAvfS,6,25,5OELUCYgOHKFAvCERnAvfS,0.62,0.869,0.615,https://api.spotify.com/v1/audio-analysis/5OELUCYgOHKFAvCERnAvfS,216573,5OELUCYgOHKFAvCERnAvfS,0.0,6,0.131,-5.479,1,0.0462,126.019,4,https://api.spotify.com/v1/tracks/5OELUCYgOHKFAvCERnAvfS,audio_features,spotify:track:5OELUCYgOHKFAvCERnAvfS,0.597,['contemporary country']
168,25,169,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1512692,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,6,26,6Gg1gjgKi2AK4e0qzsR7sd,0.474,0.631,0.0687,https://api.spotify.com/v1/audio-analysis/6Gg1gjgKi2AK4e0qzsR7sd,189323,6Gg1gjgKi2AK4e0qzsR7sd,0.0,5,0.132,-5.884,0,0.343,180.051,4,https://api.spotify.com/v1/tracks/6Gg1gjgKi2AK4e0qzsR7sd,audio_features,spotify:track:6Gg1gjgKi2AK4e0qzsR7sd,0.425,"['chicago rap', 'melodic rap']"
175,26,176,7 Summers,Morgan Wallen,1487129,https://open.spotify.com/track/4obHzpwGrjoTuZh2DItEMZ,6,27,4obHzpwGrjoTuZh2DItEMZ,0.466,0.786,0.417,https://api.spotify.com/v1/audio-analysis/4obHzpwGrjoTuZh2DItEMZ,210507,4obHzpwGrjoTuZh2DItEMZ,6.1e-05,0,0.125,-5.13,1,0.0328,203.903,4,https://api.spotify.com/v1/tracks/4obHzpwGrjoTuZh2DItEMZ,audio_features,spotify:track:4obHzpwGrjoTuZh2DItEMZ,0.571,['contemporary country']
187,27,188,Chasin' You,Morgan Wallen,1446674,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A,6,28,5MwynWK9s4hlyKHqhkNn4A,0.631,0.591,0.657,https://api.spotify.com/v1/audio-analysis/5MwynWK9s4hlyKHqhkNn4A,205453,5MwynWK9s4hlyKHqhkNn4A,0.0,7,0.11,-5.785,1,0.0277,97.074,4,https://api.spotify.com/v1/tracks/5MwynWK9s4hlyKHqhkNn4A,audio_features,spotify:track:5MwynWK9s4hlyKHqhkNn4A,0.489,['contemporary country']
199,28,200,Sand In My Boots,Morgan Wallen,1419683,https://open.spotify.com/track/0uRrG2jRR5tuifsYIJHEao,6,29,0uRrG2jRR5tuifsYIJHEao,0.403,0.537,0.59,https://api.spotify.com/v1/audio-analysis/0uRrG2jRR5tuifsYIJHEao,202133,0uRrG2jRR5tuifsYIJHEao,0.0,3,0.112,-6.628,1,0.031,69.877,4,https://api.spotify.com/v1/tracks/0uRrG2jRR5tuifsYIJHEao,audio_features,spotify:track:0uRrG2jRR5tuifsYIJHEao,0.414,['contemporary country']
39,29,40,m y . l i f e (with 21 Savage & Morray),J. Cole,3043620,https://open.spotify.com/track/1D3z6HTiQsNmZxjl7F7eoG,5,30,1D3z6HTiQsNmZxjl7F7eoG,0.597,0.587,0.0622,https://api.spotify.com/v1/audio-analysis/1D3z6HTiQsNmZxjl7F7eoG,218802,1D3z6HTiQsNmZxjl7F7eoG,0.0,7,0.214,-7.026,0,0.137,140.021,4,https://api.spotify.com/v1/tracks/1D3z6HTiQsNmZxjl7F7eoG,audio_features,spotify:track:1D3z6HTiQsNmZxjl7F7eoG,0.0753,"['conscious hip hop', 'north carolina hip hop', 'rap']"
45,30,46,p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,2854295,https://open.spotify.com/track/5W8jRrZ6tWrTrqnKRtIQBf,5,31,5W8jRrZ6tWrTrqnKRtIQBf,0.861,0.656,0.104,https://api.spotify.com/v1/audio-analysis/5W8jRrZ6tWrTrqnKRtIQBf,218210,5W8jRrZ6tWrTrqnKRtIQBf,0.0,4,0.0986,-7.867,0,0.425,88.967,4,https://api.spotify.com/v1/tracks/5W8jRrZ6tWrTrqnKRtIQBf,audio_features,spotify:track:5W8jRrZ6tWrTrqnKRtIQBf,0.331,"['conscious hip hop', 'north carolina hip hop', 'rap']"
63,31,64,Welcome to the Internet,Bo Burnham,2487595,https://open.spotify.com/track/25AvaE23MXl06YRtQcQoJS,5,32,25AvaE23MXl06YRtQcQoJS,0.665,0.527,0.663,https://api.spotify.com/v1/audio-analysis/25AvaE23MXl06YRtQcQoJS,275999,25AvaE23MXl06YRtQcQoJS,0.0,2,0.306,-8.588,0,0.429,94.711,3,https://api.spotify.com/v1/tracks/25AvaE23MXl06YRtQcQoJS,audio_features,spotify:track:25AvaE23MXl06YRtQcQoJS,0.219,['comic']
64,32,65,All Eyes On Me,Bo Burnham,2474088,https://open.spotify.com/track/3rV5y8rcQrwRt9fWGLmjOQ,5,33,3rV5y8rcQrwRt9fWGLmjOQ,0.352,0.424,0.733,https://api.spotify.com/v1/audio-analysis/3rV5y8rcQrwRt9fWGLmjOQ,302951,3rV5y8rcQrwRt9fWGLmjOQ,2.3e-05,6,0.0664,-10.131,1,0.0394,127.047,4,https://api.spotify.com/v1/tracks/3rV5y8rcQrwRt9fWGLmjOQ,audio_features,spotify:track:3rV5y8rcQrwRt9fWGLmjOQ,0.141,['comic']
71,33,72,No Role Modelz,J. Cole,2245024,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,5,34,62vpWI1CHwFy7tMIcSStl8,0.692,0.521,0.301,https://api.spotify.com/v1/audio-analysis/62vpWI1CHwFy7tMIcSStl8,292987,62vpWI1CHwFy7tMIcSStl8,0.0,10,0.0565,-8.465,0,0.33,100.45,4,https://api.spotify.com/v1/tracks/62vpWI1CHwFy7tMIcSStl8,audio_features,spotify:track:62vpWI1CHwFy7tMIcSStl8,0.463,"['conscious hip hop', 'north carolina hip hop', 'rap']"
93,34,94,a m a r i,J. Cole,1994188,https://open.spotify.com/track/2cnKST6T9qUo2i907lm8zX,5,35,2cnKST6T9qUo2i907lm8zX,0.725,0.713,0.127,https://api.spotify.com/v1/audio-analysis/2cnKST6T9qUo2i907lm8zX,148421,2cnKST6T9qUo2i907lm8zX,0.0,4,0.617,-6.173,0,0.187,65.988,4,https://api.spotify.com/v1/tracks/2cnKST6T9qUo2i907lm8zX,audio_features,spotify:track:2cnKST6T9qUo2i907lm8zX,0.207,"['conscious hip hop', 'north carolina hip hop', 'rap']"
104,35,105,Look Who’s Inside Again,Bo Burnham,1833205,https://open.spotify.com/track/7d8dqy6GbiUqotcTSs0jXg,5,36,7d8dqy6GbiUqotcTSs0jXg,0.643,0.331,0.761,https://api.spotify.com/v1/audio-analysis/7d8dqy6GbiUqotcTSs0jXg,83422,7d8dqy6GbiUqotcTSs0jXg,0.0,2,0.373,-9.235,1,0.0387,160.006,3,https://api.spotify.com/v1/tracks/7d8dqy6GbiUqotcTSs0jXg,audio_features,spotify:track:7d8dqy6GbiUqotcTSs0jXg,0.648,['comic']
132,36,133,Shit,Bo Burnham,1647321,https://open.spotify.com/track/2xQShwyOMYlX10w8dxbFX1,5,37,2xQShwyOMYlX10w8dxbFX1,0.939,0.687,0.058,https://api.spotify.com/v1/audio-analysis/2xQShwyOMYlX10w8dxbFX1,78426,2xQShwyOMYlX10w8dxbFX1,0.0,10,0.101,-5.215,1,0.126,120.022,4,https://api.spotify.com/v1/tracks/2xQShwyOMYlX10w8dxbFX1,audio_features,spotify:track:2xQShwyOMYlX10w8dxbFX1,0.936,['comic']
149,37,150,Goodbye,Bo Burnham,1586353,https://open.spotify.com/track/6tfPsgvkgbGHWGwq2PpzCI,5,38,6tfPsgvkgbGHWGwq2PpzCI,0.725,0.308,0.604,https://api.spotify.com/v1/audio-analysis/6tfPsgvkgbGHWGwq2PpzCI,249428,6tfPsgvkgbGHWGwq2PpzCI,0.0,7,0.121,-9.941,1,0.039,126.061,4,https://api.spotify.com/v1/tracks/6tfPsgvkgbGHWGwq2PpzCI,audio_features,spotify:track:6tfPsgvkgbGHWGwq2PpzCI,0.154,['comic']
180,38,181,MIDDLE CHILD,J. Cole,1480044,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,5,39,2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,0.149,https://api.spotify.com/v1/audio-analysis/2JvzF1RMd7lE3KmFlsyZD8,213594,2JvzF1RMd7lE3KmFlsyZD8,0.0,8,0.271,-11.713,1,0.276,123.984,4,https://api.spotify.com/v1/tracks/2JvzF1RMd7lE3KmFlsyZD8,audio_features,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,0.463,"['conscious hip hop', 'north carolina hip hop', 'rap']"
21,39,22,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,4140279,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy,4,40,37BZB0z9T8Xu7U3e65qxFy,0.65,0.825,0.0215,https://api.spotify.com/v1/audio-analysis/37BZB0z9T8Xu7U3e65qxFy,191014,37BZB0z9T8Xu7U3e65qxFy,2.44e-05,0,0.0936,-4.645,1,0.0325,118.091,4,https://api.spotify.com/v1/tracks/37BZB0z9T8Xu7U3e65qxFy,audio_features,spotify:track:37BZB0z9T8Xu7U3e65qxFy,0.593,"['canadian contemporary r&b', 'canadian pop', 'pop']"
35,40,36,Blinding Lights,The Weeknd,3354974,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,4,41,0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,0.00146,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,0VjIjW4GlUZAMYd2vXMi3b,9.54e-05,1,0.0897,-5.934,1,0.0598,171.005,4,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,audio_features,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,0.334,"['canadian contemporary r&b', 'canadian pop', 'pop']"
40,41,41,Forever After All,Luke Combs,3026751,https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew,4,42,6IBcOGPsniK3Pso1wHIhew,0.487,0.65,0.191,https://api.spotify.com/v1/audio-analysis/6IBcOGPsniK3Pso1wHIhew,232533,6IBcOGPsniK3Pso1wHIhew,0.0,0,0.0933,-5.195,1,0.0253,151.964,4,https://api.spotify.com/v1/tracks/6IBcOGPsniK3Pso1wHIhew,audio_features,spotify:track:6IBcOGPsniK3Pso1wHIhew,0.456,['contemporary country']
84,42,85,Save Your Tears,The Weeknd,2113122,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,4,43,5QO79kh1waicV47BqGRL3g,0.68,0.826,0.0212,https://api.spotify.com/v1/audio-analysis/5QO79kh1waicV47BqGRL3g,215627,5QO79kh1waicV47BqGRL3g,1.24e-05,0,0.543,-5.487,1,0.0309,118.051,4,https://api.spotify.com/v1/tracks/5QO79kh1waicV47BqGRL3g,audio_features,spotify:track:5QO79kh1waicV47BqGRL3g,0.644,"['canadian contemporary r&b', 'canadian pop', 'pop']"
138,43,139,Beautiful Crazy,Luke Combs,1623748,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,4,44,2rxQMGVafnNaRaXlRMWPde,0.551,0.402,0.676,https://api.spotify.com/v1/audio-analysis/2rxQMGVafnNaRaXlRMWPde,193200,2rxQMGVafnNaRaXlRMWPde,0.0,11,0.0928,-7.431,1,0.0262,103.313,4,https://api.spotify.com/v1/tracks/2rxQMGVafnNaRaXlRMWPde,audio_features,spotify:track:2rxQMGVafnNaRaXlRMWPde,0.382,['contemporary country']
169,44,170,When It Rains It Pours,Luke Combs,1509880,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l,4,45,1mMLMZYXkMueg65jRRWG1l,0.551,0.801,0.013,https://api.spotify.com/v1/audio-analysis/1mMLMZYXkMueg65jRRWG1l,240760,1mMLMZYXkMueg65jRRWG1l,6.03e-06,6,0.265,-5.069,1,0.0303,128.027,4,https://api.spotify.com/v1/tracks/1mMLMZYXkMueg65jRRWG1l,audio_features,spotify:track:1mMLMZYXkMueg65jRRWG1l,0.625,['contemporary country']
184,45,185,Beer Never Broke My Heart,Luke Combs,1466540,https://open.spotify.com/track/7aEtlGHoiPAfRB084NiDmx,4,46,7aEtlGHoiPAfRB084NiDmx,0.538,0.863,0.0139,https://api.spotify.com/v1/audio-analysis/7aEtlGHoiPAfRB084NiDmx,186733,7aEtlGHoiPAfRB084NiDmx,0.0,1,0.0874,-4.483,1,0.0481,77.001,4,https://api.spotify.com/v1/tracks/7aEtlGHoiPAfRB084NiDmx,audio_features,spotify:track:7aEtlGHoiPAfRB084NiDmx,0.637,['contemporary country']
192,46,193,The Hills,The Weeknd,1436671,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB,4,47,7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0.0671,https://api.spotify.com/v1/audio-analysis/7fBv7CLKzipRk6EC6TWHOB,242253,7fBv7CLKzipRk6EC6TWHOB,0.0,0,0.135,-7.063,0,0.0515,113.003,4,https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB,audio_features,spotify:track:7fBv7CLKzipRk6EC6TWHOB,0.137,"['canadian contemporary r&b', 'canadian pop', 'pop']"
1,47,2,Kiss Me More (feat. SZA),Doja Cat,8970538,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK,3,48,748mdHapucXQri7IAO8yFK,0.762,0.701,0.235,https://api.spotify.com/v1/audio-analysis/748mdHapucXQri7IAO8yFK,208867,748mdHapucXQri7IAO8yFK,0.000158,8,0.123,-3.541,1,0.0286,110.968,4,https://api.spotify.com/v1/tracks/748mdHapucXQri7IAO8yFK,audio_features,spotify:track:748mdHapucXQri7IAO8yFK,0.742,"['dance pop', 'pop', 'pop rap']"
