,TrackID,Position,TrackName,Artist,Streams,URL,Appears,Rank,SongIDs,Danceability,Energy,Acousticness,Analysis_URL,Duration_MS,Spotify_Song_ID,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_Signature,Track_Href,Search_Type,URI,Valence,Artist_Genres
149,171,150,Runaway,AURORA,462288,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,1,172,1v1oIWf2Xgh54kIWuKsDf6,0.422,0.302,0.629,https://api.spotify.com/v1/audio-analysis/1v1oIWf2Xgh54kIWuKsDf6,248827,1v1oIWf2Xgh54kIWuKsDf6,7.83e-05,11,0.104,-9.214,1,0.0372,114.089,4,https://api.spotify.com/v1/tracks/1v1oIWf2Xgh54kIWuKsDf6,audio_features,spotify:track:1v1oIWf2Xgh54kIWuKsDf6,0.123,"['art pop', 'norwegian pop']"
150,172,151,PHONKY TOWN,PlayaPhonk,459907,https://open.spotify.com/track/0BRbI3ZMPXuj9yA7ChDGOW,1,173,0BRbI3ZMPXuj9yA7ChDGOW,0.804,0.803,0.409,https://api.spotify.com/v1/audio-analysis/0BRbI3ZMPXuj9yA7ChDGOW,141374,0BRbI3ZMPXuj9yA7ChDGOW,0.786,1,0.119,-4.673,1,0.346,125.0,4,https://api.spotify.com/v1/tracks/0BRbI3ZMPXuj9yA7ChDGOW,audio_features,spotify:track:0BRbI3ZMPXuj9yA7ChDGOW,0.339,[]
151,173,152,In the End,Linkin Park,459720,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq,1,174,60a0Rd6pjrkxjPbaKzXjfq,0.556,0.864,0.00958,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880,60a0Rd6pjrkxjPbaKzXjfq,0.0,3,0.209,-5.87,0,0.0584,105.143,4,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,audio_features,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,0.4,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
155,174,156,Saufen aufm Spielplatz,BroyS,444943,https://open.spotify.com/track/2qa4plPe9puo6TUIP3uKWT,1,175,2qa4plPe9puo6TUIP3uKWT,0.84,0.484,0.189,https://api.spotify.com/v1/audio-analysis/2qa4plPe9puo6TUIP3uKWT,240000,2qa4plPe9puo6TUIP3uKWT,0.0,9,0.266,-7.605,1,0.336,140.01,4,https://api.spotify.com/v1/tracks/2qa4plPe9puo6TUIP3uKWT,audio_features,spotify:track:2qa4plPe9puo6TUIP3uKWT,0.657,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap']"
157,175,158,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,441450,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU,1,176,6fRxMU4LWwyaSSowV441IU,0.713,0.676,0.0377,https://api.spotify.com/v1/audio-analysis/6fRxMU4LWwyaSSowV441IU,227395,6fRxMU4LWwyaSSowV441IU,0.0,10,0.154,-5.483,1,0.027,99.048,4,https://api.spotify.com/v1/tracks/6fRxMU4LWwyaSSowV441IU,audio_features,spotify:track:6fRxMU4LWwyaSSowV441IU,0.721,"['pop', 'pop rock']"
163,176,164,Eine Nacht,Ra'is,428353,https://open.spotify.com/track/2rqAlNQ1T3kSaZ3varWtto,1,177,2rqAlNQ1T3kSaZ3varWtto,0.742,0.681,0.0364,https://api.spotify.com/v1/audio-analysis/2rqAlNQ1T3kSaZ3varWtto,157267,2rqAlNQ1T3kSaZ3varWtto,4.19e-05,5,0.118,-3.088,0,0.172,89.867,4,https://api.spotify.com/v1/tracks/2rqAlNQ1T3kSaZ3varWtto,audio_features,spotify:track:2rqAlNQ1T3kSaZ3varWtto,0.552,['anime']
164,177,165,Sweater Weather,The Neighbourhood,424648,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,1,178,2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,0.0495,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,2QjOHCTQ1Jl3zawyYOpxh6,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,audio_features,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,0.398,"['modern alternative rock', 'modern rock', 'pop']"
165,178,166,Thunder,Gabry Ponte,423950,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB,1,179,2USlegnFJLrVLpoVfPimKB,0.67,0.896,0.0342,https://api.spotify.com/v1/audio-analysis/2USlegnFJLrVLpoVfPimKB,160000,2USlegnFJLrVLpoVfPimKB,3.21e-05,1,0.344,-4.673,1,0.058,101.216,3,https://api.spotify.com/v1/tracks/2USlegnFJLrVLpoVfPimKB,audio_features,spotify:track:2USlegnFJLrVLpoVfPimKB,0.403,"['eurodance', 'italo dance', 'slap house']"
166,179,167,Floating Through Space,Sia,423866,https://open.spotify.com/track/0XwSUpdrF7nR7hVxbDs7mb,1,180,0XwSUpdrF7nR7hVxbDs7mb,0.575,0.844,0.00172,https://api.spotify.com/v1/audio-analysis/0XwSUpdrF7nR7hVxbDs7mb,177801,0XwSUpdrF7nR7hVxbDs7mb,0.0,6,0.114,-4.89,0,0.072,104.914,4,https://api.spotify.com/v1/tracks/0XwSUpdrF7nR7hVxbDs7mb,audio_features,spotify:track:0XwSUpdrF7nR7hVxbDs7mb,0.277,"['australian dance', 'australian pop', 'pop']"
167,180,168,Late At Night,Roddy Ricch,422679,https://open.spotify.com/track/1fxYz1s15pyZLsJT0Hdh1m,1,181,1fxYz1s15pyZLsJT0Hdh1m,0.643,0.403,0.343,https://api.spotify.com/v1/audio-analysis/1fxYz1s15pyZLsJT0Hdh1m,174682,1fxYz1s15pyZLsJT0Hdh1m,0.0,1,0.138,-11.254,0,0.41,98.54,4,https://api.spotify.com/v1/tracks/1fxYz1s15pyZLsJT0Hdh1m,audio_features,spotify:track:1fxYz1s15pyZLsJT0Hdh1m,0.111,"['melodic rap', 'rap', 'trap']"
